"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","268","463","237367","0","12242","249609","354"
"Bageshwar","448","650","212498","0","5767","218265","573"
"Chamoli","385","171","290935","0","12251","303186","700"
"Champawat","887","1961","260635","1","7618","268253","788"
"Dehradun","2167","1379","1914221","12","112748","2026969","1223"
"Haridwar","4830","4346","2194141","0","51593","2245734","2248"
"Nainital","1280","1550","569007","2","39376","608383","534"
"Pauri Garhwal","1219","1080","406615","0","17741","424356","1036"
"Pithoragarh","885","440","228067","0","10301","238368","1592"
"Rudraprayag","546","95","199032","0","8806","207838","866"
"Tehri Garhwal","386","93","304294","0","15846","320140","617"
"US Nagar","2974","4271","951745","5","37947","989692","256"
"Uttarkashi","354","332","342045","0","12563","354608","460"
"Total","16629","16831","8110602","20","344799","8455401","11247"
