"","","","","","","","","",""
"","","","","","","","","",""
"Districtwise Abstract of COVID-19","","","","","","","","",""
"Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"1","Bagalakote","0","35178","0","34843","2","0","333","0"
"2","Ballari","0","97767","2","95968","110","0","1689","0"
"3","Belagavi","5","79914","4","78897","79","0","938","0"
"4","Bengaluru Rural","5","62012","3","61082","40","0","890","0"
"5","Bengaluru Urban","151","1252257","173","1229570","6401","1","16285","1"
"6","Bidar","0","24340","0","23936","0","0","400","4"
"7","Chamarajanagara","0","33001","1","32475","15","0","500","11"
"8","Chikkaballapura","0","43953","5","43506","17","0","429","1"
"9","Chikkamagaluru","4","51134","2","50674","65","0","395","0"
"10","Chitradurga","1","36671","2","36418","47","0","206","0"
"11","Dakshina 
Kannada","12","115520","30","113613","220","0","1680","7"
"12","Davanagere","0","50990","0","50359","23","0","608","0"
"13","Dharwada","1","60975","2","59647","11","0","1315","2"
"14","Gadag","0","26066","0","25747","0","0","319","0"
"15","Hassana","8","111808","22","110364","186","0","1256","2"
"16","Haveri","0","21947","0","21301","2","0","644","0"
"17","Kalaburagi","0","61929","0","61092","18","0","819","0"
"18","Kodagu","5","37115","5","36630","155","0","329","1"
"19","Kolara","0","46917","2","46277","2","0","638","0"
"20","Koppala","0","35198","0","34661","16","0","521","0"
"21","Mandya","6","73772","3","73045","77","0","650","0"
"22","Mysuru","19","179233","27","176524","291","0","2418","0"
"23","Raichuru","1","39974","0","39641","2","0","331","0"
"24","Ramanagara","1","24205","2","23872","13","0","320","0"
"25","Shivamogga","1","69447","0","68257","102","0","1088","0"
"26","Tumakuru","11","120860","13","119472","260","0","1128","0"
"27","Udupi","11","76739","11","76202","48","0","489","0"
"28","Uttara Kannada","12","56243","7","55380","95","1","768","0"
"29","Vijayapura","0","36268","0","35765","8","0","495","0"
"30","Yadagiri","0","27545","0","27337","1","0","207","0"
"31","Others*","0","36","0","33","0","0","3","0"
"Total","","254","2989014","316","2942588","8306","2","38091","29"
"*Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today. 
 
 
Date: 03-11-2021 
 Page 5 of 8","","","","","","","","",""
