"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","1103","1819","33793","127","2840","36633","549"
"Bageshwar","617","432","17974","93","1628","19602","820"
"Chamoli","729","846","20371","118","2106","22477","433"
"Champawat","1439","231","24964","20","1424","26388","1689"
"Dehradun","10110","9672","157791","1005","26367","184158","2183"
"Haridwar","7658","7218","179699","241","10685","190384","2124"
"Nainital","1414","1299","33757","222","9844","43601","527"
"Pauri Garhwal","1248","1337","32189","125","4214","36403","416"
"Pithoragarh","628","447","19792","134","1817","21609","1012"
"Rudraprayag","669","662","12954","186","1651","14605","463"
"Tehri Garhwal","478","626","14415","79","1826","16241","282"
"US Nagar","1847","706","65080","108","7418","72498","1383"
"Uttarkashi","658","290","13823","32","1097","14920","588"
"Total","28598","25585","626602","2490","72917","699519","12469"
