"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","213","155","65021","0","4530","69545","56"
"Bageshwar","41","41","35046","0","2089","37131","13"
"Chamoli","96","76","48239","0","3203","51440","30"
"Champawat","93","5","62306","0","1912","64215","41"
"Dehradun","344","459","369069","7","33175","402109","29"
"Haridwar","79","86","306806","0","13136","319912","24"
"Nainital","253","397","85892","1","11362","97184","41"
"Pauri Garhwal","47","64","93684","0","5278","98955","18"
"Pithoragarh","114","425","41229","0","2559","43776","23"
"Rudraprayag","19","16","27144","0","2704","29848","11"
"Tehri Garhwal","148","207","36573","0","2368","38934","38"
"US Nagar","523","140","136039","0","8805","144820","54"
"Uttarkashi","145","9","39441","0","1654","41093","15"
"Total","2115","2080","1346489","8","92775","1438962","393"
