"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4683","4195","76","4","408"
"Bageshwar","2108","2003","9","0","96"
"Chamoli","3270","3136","22","3","109"
"Champawat","1932","1899","12","1","20"
"Dehradun","36200","34587","1022","184","407"
"Haridwar","13559","13246","48","27","238"
"Nainital","12030","11714","232","29","55"
"Pauri Garhwal","5376","4336","49","19","972"
"Pithoragarh","2600","2447","6","4","143"
"Rudraprayag","2758","2601","24","2","131"
"Tehri Garhwal","2510","2048","35","7","420"
"U.S. Nagar","9028","8652","74","5","297"
"Uttarkashi","1798","1577","36","5","180"
"Total","97852","92441","1645","290","3476"
