"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","930","2067","257621","128","12937","270558","1007"
"Bageshwar","783","1864","222275","75","6029","228304","587"
"Chamoli","1179","741","301374","63","12553","313927","1768"
"Champawat","306","697","280390","67","8067","288457","219"
"Dehradun","8099","5710","1971948","1362","121589","2093537","4083"
"Haridwar","10485","10379","2287164","641","55077","2342241","3223"
"Nainital","1549","1544","594492","719","43209","637701","430"
"Pauri Garhwal","1559","1193","427494","168","18826","446320","657"
"Pithoragarh","926","437","241779","50","10697","252476","1294"
"Rudraprayag","483","485","206696","26","8966","215662","775"
"Tehri Garhwal","794","382","313096","109","16324","329420","623"
"US Nagar","2722","1301","994358","412","40227","1034585","504"
"Uttarkashi","586","335","349351","28","12771","362122","968"
"Total","30401","27135","8448038","3848","367272","8815310","16138"
