,Unnamed: 0,S.No.,Unnamed: 1,जनपद का नाम,Unnamed: 2,विगत 24 घटंों कीअिधि म  ससंधूितपषु्ट रोगी,Unnamed: 3,विगत 24 घटंों कीअिधि म  ससंधूितडिस्िाज,Unnamed: 4,आज तक कुलडिस्िाज,Unnamed: 5,विगत 24 घटंों कीअिधि म  ससंधूितमतृ्य,Unnamed: 6,कोविििनात्मकरोधगयों मकुल मतृ्य ु*,Unnamed: 7,ितमान म कुलसक्रिय केसजे कीसखं्या,Unnamed: 8,Unnamed: 9
0,,1,,लखनऊ,,89,,62,,295115,,0,,2694,,505,,
1,,2,,गौतम बिु नगर,,87,,58,,102462,,0,,490,,497,,
2,,3,,गाज़ियाबाद,,63,,22,,86317,,0,,473,,291,,
3,,4,,िाराणसी,,18,,13,,97833,,0,,988,,113,,
4,,5,,झ सी,,11,,12,,44051,,0,,675,,75,,
5,,6,,कानपरु नगर,,12,,3,,91714,,0,,1923,,60,,
6,,7,,अलीगढ,,3,,3,,25537,,0,,113,,46,,
7,,8,,चदंौली,,7,,5,,17591,,0,,380,,46,,
8,,9,,हरदोई,,4,,7,,17374,,0,,375,,43,,
9,,10,,जौनपरु,,5,,7,,24451,,0,,244,,43,,
10,,11,,प्रय गर ज,,9,,3,,87552,,0,,1120,,42,,
11,,12,,मथरु,,11,,6,,25675,,0,,406,,40,,
12,,13,,आगरा,,7,,5,,36019,,0,,465,,39,,
13,,14,,गोरखपरु,,11,,1,,66015,,0,,866,,37,,
14,,15,,मरेठ,,10,,5,,88235,,0,,932,,36,,
15,,16,,बलुदंशहर,,10,,0,,26439,,0,,254,,30,,
16,,17,,फतहेपरु,,25,,0,,8381,,0,,141,,28,,
17,,18,,सहारनपरु,,3,,0,,38402,,0,,428,,28,,
18,,19,,औरैय्य,,6,,3,,10822,,0,,211,,27,,
19,,20,,लखीमपरु-खीरी,,5,,0,,30058,,0,,300,,27,,
20,,21,,र य बरेली,,5,,7,,21425,,0,,348,,27,,
21,,22,,अमरोह,,0,,0,,19298,,0,,208,,25,,
22,,23,,देवररय,,1,,5,,22427,,0,,230,,25,,
23,,24,,ब र बकंी,,7,,4,,23748,,0,,227,,23,,
24,,25,,पीलीभीत,,5,,1,,12742,,0,,207,,23,,
25,,26,,अयोध्य,,6,,2,,18706,,0,,293,,20,,
26,,27,,क्रिरोजाबाद,,1,,0,,10618,,0,,136,,16,,
27,,28,,मह र जगजं,,7,,7,,14841,,0,,146,,16,,
28,,29,,मरुादाबाद,,6,,0,,46115,,0,,368,,16,,
29,,30,,कन्नौज,,2,,1,,10879,,0,,126,,15,,
30,,31,,सीत परु,,1,,0,,15782,,0,,189,,15,,
31,,32,,प्रतापगढ़,,2,,2,,16771,,0,,163,,14,,
32,,33,,सोनभद्र,,4,,2,,18696,,0,,257,,13,,
33,,34,,उन्न व,,3,,0,,16962,,0,,257,,13,,
34,,35,,इट व,,3,,0,,15790,,0,,297,,12,,
35,,36,,गाजीपरु,,3,,0,,23889,,0,,295,,12,,
36,,37,,सलु्त नपरु,,1,,1,,16904,,0,,144,,12,,
37,,38,,बरेली,,2,,3,,50133,,0,,377,,11,,
38,,39,,मनैपरुी,,2,,1,,11534,,0,,189,,11,,
39,,40,,सभंल,,5,,0,,11040,,0,,109,,11,,
40,,41,,अम्बडेकर नगर,,0,,1,,5976,,0,,167,,10,,
41,,42,,फरु्रख ब द,,2,,0,,11886,,0,,197,,10,,
42,,43,,बललय,,1,,0,,22519,,0,,246,,9,,
