District,Recovered,Deceased,Active
लखनऊ,295115,2694,505
गौतम बिु नगर,102462,490,497
गाज़ियाबाद,86317,473,291
िाराणसी,97833,988,113
झ सी,44051,675,75
कानपरु नगर,91714,1923,60
अलीगढ,25537,113,46
चदंौली,17591,380,46
हरदोई,17374,375,43
जौनपरु,24451,244,43
प्रय गर ज,87552,1120,42
मथरु,25675,406,40
आगरा,36019,465,39
गोरखपरु,66015,866,37
मरेठ,88235,932,36
बलुदंशहर,26439,254,30
फतहेपरु,8381,141,28
सहारनपरु,38402,428,28
औरैय्य,10822,211,27
लखीमपरु-खीरी,30058,300,27
र य बरेली,21425,348,27
अमरोह,19298,208,25
देवररय,22427,230,25
ब र बकंी,23748,227,23
पीलीभीत,12742,207,23
अयोध्य,18706,293,20
क्रिरोजाबाद,10618,136,16
मह र जगजं,14841,146,16
मरुादाबाद,46115,368,16
कन्नौज,10879,126,15
सीत परु,15782,189,15
प्रतापगढ़,16771,163,14
सोनभद्र,18696,257,13
उन्न व,16962,257,13
इट व,15790,297,12
गाजीपरु,23889,295,12
सलु्त नपरु,16904,144,12
बरेली,50133,377,11
मनैपरुी,11534,189,11
सभंल,11040,109,11
अम्बडेकर नगर,5976,167,10
फरु्रख ब द,11886,197,10
बललय,22519,246,9
