"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2085","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","1","3","0","47880","1080","15","7"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","1","0","0","10588","101","9","4"
"South Garo Hills","0","0","0","1442","16","1","0"
"South West Garo Hills","0","0","0","2267","21","2","0"
"South West Khasi Hills","0","0","0","2723","20","3","2"
"West Garo Hills","7","5","0","11861","84","22","4"
"West Jaintia Hills","0","0","0","7326","142","1","0"
"West Khasi Hills","0","1","0","5672","78","0","0"
"Total","9","9","0","96602","1621","54","17"
