"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","358","452","53428","8","4445","57867","18"
"Bageshwar","97","231","28659","0","2073","30728","177"
"Chamoli","405","631","36227","8","3163","39388","604"
"Champawat","522","305","43881","4","1868","45746","573"
"Dehradun","1369","1666","313085","29","32463","345413","339"
"Haridwar","471","1045","283102","16","12858","295930","218"
"Nainital","702","833","59400","8","11234","70564","13"
"Pauri Garhwal","1064","1653","68210","12","5209","73412","181"
"Pithoragarh","300","413","32002","0","2528","34518","800"
"Rudraprayag","116","167","21162","1","2678","23840","126"
"Tehri Garhwal","258","468","24022","2","2331","26346","389"
"US Nagar","1099","1087","106149","3","8757","114882","901"
"Uttarkashi","391","491","26132","5","1616","27746","620"
"Total","7152","9442","1095459","96","91223","1186380","4959"
