"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19804","19170","367","267"
"2","Chengalpattu","233258","225662","4948","2648"
"3","Chennai","745849","728749","8057","9043"
"4","Coimbatore","326438","316445","7394","2599"
"5","Cuddalore","73934","72150","892","892"
"6","Dharmapuri","35987","35044","660","283"
"7","Dindigul","37358","36195","500","663"
"8","Erode","131682","128099","2853","730"
"9","Kallakurichi","36426","35714","498","214"
"10","Kancheepuram","93924","91212","1411","1301"
"11","Kanyakumari","85751","82762","1906","1083"
"12","Karur","29559","28691","496","372"
"13","Krishnagiri","59329","57624","1335","370"
"14","Madurai","90793","88670","891","1232"
"15","Mayiladuthurai","26420","25835","260","325"
"16","Nagapattinam","25297","24396","530","371"
"17","Namakkal","67490","65335","1622","533"
"18","Nilgiris","41560","40512","823","225"
"19","Perambalur","14424","14012","163","249"
"20","Pudukottai","34308","33305","580","423"
"21","Ramanathapuram","24584","23810","408","366"
"22","Ranipet","53736","52064","886","786"
"23","Salem","126525","122163","2609","1753"
"24","Sivagangai","23608","22954","436","218"
"25","Tenkasi","32680","31833","357","490"
"26","Thanjavur","91756","89487","1234","1035"
"27","Theni","50532","49520","480","532"
"28","Thirupathur","35669","34499","538","632"
"29","Thiruvallur","146595","142375","2292","1928"
"30","Thiruvannamalai","66529","64997","849","683"
"31","Thiruvarur","47782","46421","893","468"
"32","Thoothukudi","64785","63893","447","445"
"33","Tirunelveli","62557","61178","935","444"
"34","Tiruppur","128962","124044","3871","1047"
"35","Trichy","94421","91462","1806","1153"
"36","Vellore","57052","55513","377","1162"
"37","Villupuram","54361","53242","753","366"
"38","Virudhunagar","56657","55478","625","554"
"39","Airport Surveillance 
(International)","1240","1219","20","1"
"40","Airport Surveillance 
(Domestic)","1104","1103","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,31,154","33,37,265","56,002","37,887"
