"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4124","3626","147","4","353"
"Bageshwar","2013","1896","44","0","77"
"Chamoli","2806","2259","451","3","95"
"Champawat","1731","1081","632","1","20"
"Dehradun","30750","26179","4245","131","330"
"Haridwar","12247","11611","432","20","214"
"Nainital","10900","10795","110","28","37"
"Pauri Garhwal","4894","2545","1373","14","969"
"Pithoragarh","2325","1957","252","4","124"
"Rudraprayag","2572","2100","351","1","120"
"Tehri Garhwal","2190","1821","93","1","282"
"U.S. Nagar","8531","8255","41","5","254"
"Uttarkashi","1478","1266","64","3","147"
"Total","86561","75391","8235","215","3022"
