Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-08-24,HP,Bilaspur,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,19779,97,19567,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,1
2022-08-24,HP,Chamba,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,18125,179,17907,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,2
2022-08-24,HP,Hamirpur,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,25498,332,25037,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,1
2022-08-24,HP,Kangra,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,70034,1261,68411,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,7
2022-08-24,HP,Kinnaur,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,5022,41,4911,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,1
2022-08-24,HP,Kullu,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,13138,163,12899,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,2
2022-08-24,HP,Lahaul and Spiti,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,3468,18,3435,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,1
2022-08-24,HP,Mandi,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,42726,511,42018,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,7
2022-08-24,HP,Shimla,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,39610,726,38592,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,1
2022-08-24,HP,Sirmaur,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,21058,226,20726,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,2
2022-08-24,HP,Solan,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,31845,337,31415,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,1
2022-08-24,HP,Una,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,19761,283,19371,,2022-08-24 19:55:53.629226,2022-08-24 17:00:00+05:30,https://twitter.com/nhm_hp,,310064,4174,304289,,20,7
