"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","3","0","2062","18","3","0"
"East Jaintia Hills","4","0","0","2641","39","11","0"
"East Khasi Hills","19","23","0","47535","1076","114","34"
"Eastern West Khasi Hills","1","2","0","151","8","7","0"
"North Garo Hills","3","1","0","1905","9","14","0"
"Ri-Bhoi","3","3","0","10473","101","40","3"
"South Garo Hills","3","2","0","1376","13","26","4"
"South West Garo Hills","13","11","0","2169","21","45","0"
"South West Khasi Hills","0","0","0","2701","20","0","0"
"West Garo Hills","37","31","0","11370","83","406","10"
"West Jaintia Hills","4","0","0","7235","139","25","5"
"West Khasi Hills","0","1","0","5667","78","6","0"
"Total","87","77","0","95285","1605","697","56"
