"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","356","447","48335","18","4355","52690","126"
"Bageshwar","400","241","25501","3","2054","27555","783"
"Chamoli","496","910","32137","16","3078","35215","193"
"Champawat","463","153","40041","9","1812","41853","775"
"Dehradun","4252","4158","294964","98","31811","326775","3370"
"Haridwar","2980","3153","267843","55","12618","280461","749"
"Nainital","1046","992","51827","17","11075","62902","325"
"Pauri Garhwal","1347","1684","56737","21","5104","61841","265"
"Pithoragarh","501","894","28485","10","2462","30947","347"
"Rudraprayag","238","158","19241","10","2633","21874","378"
"Tehri Garhwal","584","534","20977","12","2285","23262","570"
"US Nagar","1723","1529","94523","22","8679","103202","925"
"Uttarkashi","512","138","22246","0","1562","23808","714"
"Total","14898","14991","1002857","291","89528","1092385","9520"
