"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","318","145","58202","1","4496","62692","133"
"Bageshwar","173","15","33383","0","2087","35466","192"
"Chamoli","157","326","43386","0","3195","46579","151"
"Champawat","626","7","53375","0","1902","55274","826"
"Dehradun","999","818","341631","4","32792","374288","662"
"Haridwar","719","778","295342","10","12982","308294","588"
"Nainital","359","444","70916","1","11295","82141","317"
"Pauri Garhwal","293","777","85225","3","5259","90477","334"
"Pithoragarh","248","20","36437","0","2556","38981","332"
"Rudraprayag","69","125","24790","0","2698","27488","112"
"Tehri Garhwal","282","328","29750","1","2349","32092","225"
"US Nagar","593","483","125863","0","8778","134617","520"
"Uttarkashi","269","270","32912","0","1636","34546","311"
"Total","5105","4536","1231212","20","92025","1322935","4703"
