"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4867","4407","29","4","427"
"Bageshwar","2158","2055","0","0","103"
"Chamoli","3343","3206","10","3","124"
"Champawat","1990","1957","4","2","27"
"Dehradun","38625","37786","182","204","453"
"Haridwar","14017","13738","4","30","245"
"Nainital","13183","12973","124","31","55"
"Pauri Garhwal","5576","4520","9","21","1026"
"Pithoragarh","2736","2554","24","4","154"
"Rudraprayag","3037","2887","8","2","140"
"Tehri Garhwal","2608","2143","9","8","448"
"U.S. Nagar","9296","8941","9","7","339"
"Uttarkashi","1909","1711","6","6","186"
"Total","103345","98878","418","322","3727"
