"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","19929","19622","40","267"
"2","Chengalpattu","240648","235721","2269","2658"
"3","Chennai","764604","749478","6058","9068"
"4","Coimbatore","331589","328157","815","2617"
"5","Cuddalore","74366","73412","59","895"
"6","Dharmapuri","36228","35929","16","283"
"7","Dindigul","37530","36826","39","665"
"8","Erode","132907","132022","151","734"
"9","Kallakurichi","36557","36314","28","215"
"10","Kancheepuram","95467","93663","502","1302"
"11","Kanyakumari","87185","85618","482","1085"
"12","Karur","29800","29402","26","372"
"13","Krishnagiri","59786","59322","94","370"
"14","Madurai","91459","89971","252","1236"
"15","Mayiladuthurai","26546","26188","28","330"
"16","Nagapattinam","25489","25080","34","375"
"17","Namakkal","68139","67512","93","534"
"18","Nilgiris","42296","42005","65","226"
"19","Perambalur","14572","14251","72","249"
"20","Pudukottai","34524","34060","38","426"
"21","Ramanathapuram","24721","24320","33","368"
"22","Ranipet","54237","53269","181","787"
"23","Salem","127721","125755","204","1762"
"24","Sivagangai","24027","23690","118","219"
"25","Tenkasi","32870","32309","71","490"
"26","Thanjavur","92286","91164","82","1040"
"27","Theni","50688","50107","48","533"
"28","Thirupathur","35775","35120","22","633"
"29","Thiruvallur","148981","146272","770","1939"
"30","Thiruvannamalai","66980","66192","103","685"
"31","Thiruvarur","48084","47570","42","472"
"32","Thoothukudi","65471","64717","306","448"
"33","Tirunelveli","63365","62530","390","445"
"34","Tiruppur","130111","128957","102","1052"
"35","Trichy","95580","93974","445","1161"
"36","Vellore","57471","56235","73","1163"
"37","Villupuram","54735","54250","119","366"
"38","Virudhunagar","57138","56374","210","554"
"39","Airport Surveillance 
(International)","1349","1327","21","1"
"40","Airport Surveillance 
(Domestic)","1136","1132","3","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","34,82,775","34,30,245","14,504","38,026"
