"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2081","20","1","0"
"East Jaintia Hills","1","1","0","2676","39","4","0"
"East Khasi Hills","5","10","0","47830","1079","25","26"
"Eastern West Khasi Hills","0","1","0","160","9","2","0"
"North Garo Hills","0","0","0","1918","10","0","0"
"Ri-Bhoi","0","2","0","10561","101","8","2"
"South Garo Hills","0","2","0","1440","16","2","3"
"South West Garo Hills","1","3","0","2257","21","7","0"
"South West Khasi Hills","1","0","0","2718","20","2","0"
"West Garo Hills","7","3","0","11802","84","31","6"
"West Jaintia Hills","0","2","0","7322","141","5","2"
"West Khasi Hills","0","0","0","5670","78","0","0"
"Total","15","24","0","96435","1618","87","39"
