TT|2023-01-30 07:55:09.323638|GetSource|ERR|File Not Found
TT|2023-01-30 09:57:38.134768|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-01-30 09:58:10.011296|ExtractFromHTML|OK|COMPLETED
TT|2023-01-30 11:55:10.983076|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-01-30 11:55:40.909567|ExtractFromHTML|OK|COMPLETED
TT|2023-01-30 13:55:10.029769|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-01-30 13:55:25.489186|ExtractFromHTML|OK|COMPLETED
TT|2023-01-30 15:55:10.877103|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-01-30 15:55:25.496062|ExtractFromHTML|OK|COMPLETED
TT|2023-01-30 17:55:10.056422|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-01-30 17:55:23.221770|ExtractFromHTML|OK|COMPLETED
TT|2023-01-31 07:55:10.463895|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2023-01-31 09:55:09.342752|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
