,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10624,10485,129,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,966255,347167,352199,266889,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,23,61,2250,2334,0,1,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2337564,2322408,14733,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,107394787,44686554,47550702,15157531,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,227,202,56334,56763,46,77,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,66772,66417,296,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,1864053,956600,810837,96616,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,19,95,329,443,7,2,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,745049,734180,8034,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,49848737,24750713,21986625,3111399,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,1659,2663,6490,10812,129,74,1,,,1332900000,Assam,34293000
4,Bihar,849405,836570,12297,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,153166833,73139398,66764541,13262894,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,18395,51545,123581,193521,98,155,0,,,1332900000,Bihar,119520000
5,Chandigarh,99038,97718,1181,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,2270286,1184107,982751,103428,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,36,109,370,515,23,21,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1174791,1159966,14117,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,47394786,21195283,20069339,6130164,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,3831,14749,138383,156963,91,135,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11582,11574,4,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,1563504,781070,631617,150817,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,19,51,558,628,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2001569,1974347,26491,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,36834667,18257827,15598908,2977932,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,1930,5178,24164,31272,137,194,0,,,1332900000,Delhi,19814000
9,Goa,257018,252469,3964,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,2860038,1438734,1292307,128997,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,32,67,351,450,68,109,0,,,1332900000,Goa,1540000
10,Gujarat,1272157,1259803,11018,2022-09-11,TT,44492779,528150,43919264,2022-09-11 14:29:41.889619,889408426,2022-09-10 00:00:00,320784,2149554039,1025318761,944886838,179348440,124986085,54355074,53866308,16764703,https://www.icmr.gov.in/,5076,11,5970,1442498,172429,53601,1668528,886,2516,138081,141483,171,212,0,,,1332900000,Gujarat,67936000
