,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated3ForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,10766,10637,129,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,991264,347616,353285,290363,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2340676,2325941,14733,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,110957426,44704413,47578799,18674214,https://www.icmr.gov.in/,47,0,47,234,100,111,445,1,0,0,1,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,67049,66753,296,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,1924584,961348,821819,141417,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,746150,738115,8035,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,50335778,24813013,22150254,3372511,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Assam,34293000
4,Bihar,855262,842946,12314,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,157291560,73485686,67912414,15893460,https://www.icmr.gov.in/,47,0,47,234,100,111,445,32,36,54,122,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,100693,99508,1185,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,2291700,1185857,991120,114723,https://www.icmr.gov.in/,47,0,47,234,100,111,445,10,1,3,14,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1187691,1173501,14190,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,49167939,21267795,20343760,7556384,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,11592,11588,4,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,1580060,782353,636962,160745,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,2040832,2014160,26665,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,37409190,18297790,15717481,3393919,https://www.icmr.gov.in/,47,0,47,234,100,111,445,3,4,4,11,2,2,0,,,1332900000,Delhi,19814000
9,Goa,263334,259318,4014,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,2874477,1440045,1295735,138697,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Goa,1540000
10,Gujarat,1291369,1280287,11079,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,128105311,54398402,54032576,19674333,https://www.icmr.gov.in/,47,0,47,234,100,111,445,3,1,1,5,1,1,0,,,1332900000,Gujarat,67936000
11,Haryana,1078885,1068107,10755,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,45546717,23681803,19849258,2015656,https://www.icmr.gov.in/,47,0,47,234,100,111,445,1,0,1,2,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,322879,318628,4241,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,15325484,6646550,6328308,2350626,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,5,2,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,482023,477230,4792,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,24782265,11372601,11768145,1641519,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,443825,438491,5334,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,43875945,23969121,17860835,2045989,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,4088720,4048351,40357,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,122151438,55174691,55391738,11585009,https://www.icmr.gov.in/,47,0,47,234,100,111,445,2,1,4,7,2,0,0,,,1332900000,Karnataka,65798000
16,Kerala,6907144,6834194,71946,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,57511191,29151469,25272299,3087423,https://www.icmr.gov.in/,47,0,47,234,100,111,445,5,14,14,33,4,10,0,,,1332900000,Kerala,35125000
17,Ladakh,29587,29356,231,2023-08-11,TT,44996198,531920,44462773,2023-12-23 22:46:00.132278,934151245,2023-08-10 00:00:00,29358,2206730113,1027415705,951982452,227331956,567133,238303,204114,124716,https://www.icmr.gov.in/,47,0,47,234,100,111,445,0,0,0,0,0,0,0,,,1332900000,Ladakh,293000
