"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20230","19951","12","267"
"2","Chengalpattu","251773","248825","290","2658"
"3","Chennai","788712","777413","2230","9069"
"4","Coimbatore","339686","336588","480","2618"
"5","Cuddalore","75737","74737","104","896"
"6","Dharmapuri","36790","36492","15","283"
"7","Dindigul","38850","38129","56","665"
"8","Erode","135974","135027","213","734"
"9","Kallakurichi","36919","36701","3","215"
"10","Kancheepuram","97894","96570","21","1303"
"11","Kanyakumari","89573","88306","182","1085"
"12","Karur","30212","29808","32","372"
"13","Krishnagiri","61955","61467","116","372"
"14","Madurai","92950","91675","39","1236"
"15","Mayiladuthurai","27322","26941","51","330"
"16","Nagapattinam","25952","25558","19","375"
"17","Namakkal","69641","69032","75","534"
"18","Nilgiris","42783","42529","28","226"
"19","Perambalur","14894","14617","28","249"
"20","Pudukottai","35191","34739","26","426"
"21","Ramanathapuram","24988","24609","11","368"
"22","Ranipet","56219","55391","41","787"
"23","Salem","131250","129353","133","1764"
"24","Sivagangai","25029","24768","42","219"
"25","Tenkasi","33848","33332","26","490"
"26","Thanjavur","93435","92360","34","1041"
"27","Theni","51809","51261","15","533"
"28","Thirupathur","36066","35422","11","633"
"29","Thiruvallur","153018","151036","42","1940"
"30","Thiruvannamalai","68245","67537","23","685"
"31","Thiruvarur","48951","48458","20","473"
"32","Thoothukudi","67089","66613","28","448"
"33","Tirunelveli","65777","65258","74","445"
"34","Tiruppur","131857","130723","82","1052"
"35","Trichy","97823","96597","65","1161"
"36","Vellore","58055","56853","39","1163"
"37","Villupuram","56205","55805","33","367"
"38","Virudhunagar","59246","58648","43","555"
"39","Airport Surveillance 
(International)","1391","1387","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1165","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,74,933","35,32,109","4,785","38,039"
