,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-12-20,DL,Central Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
1,1,2021-12-20,DL,East Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
2,2,2021-12-20,DL,New Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
3,3,2021-12-20,DL,North Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
4,4,2021-12-20,DL,North East Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
5,5,2021-12-20,DL,North West Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
6,6,2021-12-20,DL,Shahdara,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
7,7,2021-12-20,DL,South Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
8,8,2021-12-20,DL,South East Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
9,9,2021-12-20,DL,South West Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
10,10,2021-12-20,DL,West Delhi,,,,,,,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
11,11,2021-12-20,DL,Unknown,,,,1442288.0,25101.0,1416656.0,,2021-12-21 11:29:08.469659,,,,1442288,25101,1416656,32050124
