,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinatedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinatedNumberForState
0,2021-11-28,TT,Andaman and Nicobar Islands,,,,7680,129,7546,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
1,2021-11-28,TT,Andhra Pradesh,,,,2072446,14432,2055856,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
2,2021-11-28,TT,Arunachal Pradesh,,,,55269,280,54952,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
3,2021-11-28,TT,Assam,,,,616435,6091,607624,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
4,2021-11-28,TT,Bihar,,,,726212,9663,716510,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
5,2021-11-28,TT,Chandigarh,,,,65443,820,64571,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
6,2021-11-28,TT,Chhattisgarh,,,,1006733,13593,992814,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
7,2021-11-28,TT,Dadra and Nagar Haveli and Daman and Diu,,,,10683,4,10678,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
8,2021-11-28,TT,Delhi,,,,1440834,25096,1415448,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
9,2021-11-28,TT,Goa,,,,178839,3381,175183,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
10,2021-11-28,TT,Gujarat,,,,827382,10092,816999,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
11,2021-11-28,TT,Haryana,,,,771654,10054,761441,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
12,2021-11-28,TT,Himachal Pradesh,,,,226941,3845,222287,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
13,2021-11-28,TT,Jammu and Kashmir,,,,336386,4473,330189,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
14,2021-11-28,TT,Jharkhand,,,,349216,5140,343967,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
15,2021-11-28,TT,Karnataka,,,,2995285,38196,2950306,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
16,2021-11-28,TT,Kerala,,,,5129359,39679,5040528,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
17,2021-11-28,TT,Ladakh,,,,21494,213,21032,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
18,2021-11-28,TT,Lakshadweep,,,,10394,51,10315,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
19,2021-11-28,TT,Maharashtra,,,,6633612,140908,6480799,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
20,2021-11-28,TT,Manipur,,,,125117,1970,122474,,,2021-11-28 23:20:10.180835,,,,34572523,468554,33998278,639427262,1219471134
