,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState
0,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Alipurduar,5,0,4,,1062,1263,0,31.0,0.0,25.0,,23779.0,45261.0,1700000,,,,15703,102,15559,,1039918,500839,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
1,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Bankura,3,0,15,,1564,1323,0,81.0,0.0,110.0,,19206.0,74422.0,3596292,,,,36794,276,36368,,1749340,686592,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
2,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Birbhum,20,0,14,,305,1272,0,104.0,0.0,97.0,,17161.0,75432.0,3502387,,,,41597,289,41153,,1411137,742607,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
3,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Cooch Behar,12,0,11,,2168,3507,0,77.0,0.0,82.0,,75567.0,62130.0,2822780,,,,29613,97,29390,,1827194,574067,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
4,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Dakshin Dinajpur,6,0,18,,242,1404,0,108.0,2.0,131.0,,8176.0,53174.0,1670931,,,,18470,174,18108,,1115087,489552,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
5,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Darjeeling,28,0,25,,274,903,0,169.0,0.0,187.0,,12252.0,55414.0,1842034,,,,57900,547,57075,,1365259,863127,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
6,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Hooghly,60,1,58,,4576,7958,0,400.0,6.0,415.0,,43563.0,142530.0,5520389,,,,88053,1013,86412,,3738136,1770668,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
7,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Howrah,56,0,56,,1271,6164,0,374.0,1.0,404.0,,40114.0,123043.0,4841638,,,,100477,1533,98332,,3191224,1624313,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
8,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Jalpaiguri,16,1,15,,5355,2598,0,116.0,4.0,96.0,,69790.0,60234.0,3869675,,,,42382,588,41632,,1444220,574574,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
9,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Jhargram,2,0,5,,1633,977,0,30.0,0.0,34.0,,18020.0,32871.0,1136548,,,,12282,27,12208,,786996,317063,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
10,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Kalimpong,2,0,2,,22,120,0,13.0,0.0,19.0,,356.0,5286.0,251642,,,,7122,54,7043,,182457,153581,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
11,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Kolkata,198,3,201,,169,1156,0,1441.0,23.0,1429.0,,24786.0,122334.0,4486679,,,,328574,5236,321154,,4869392,3497598,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
12,2021-11-28,WB,715,12,719,35509,108872,119394,0,5022.0,79.0,5159.0,248976.0,1464351.0,2633023.0,Malda,20,0,9,,2616,5049,0,71.0,1.0,63.0,,40256.0,52703.0,3997970,,,,33691,188,33399,,2340833,767976,2021-11-28T23:56:17.927833+05:30,96906000,,,,1614867,19462,1587601,20258253,62914564,28619801
