Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForState,cumulativeOtherNumberForDistrict
2022-03-22,HP,Bilaspur,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,18229,95,18126,,2022-03-22 19:55:44.098069,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,1
2022-03-22,HP,Chamba,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,16041,171,15830,,2022-03-22 19:55:44.098086,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,2
2022-03-22,HP,Hamirpur,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,23306,328,22968,,2022-03-22 19:55:44.098088,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,1
2022-03-22,HP,Kangra,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,63667,1245,62386,,2022-03-22 19:55:44.098089,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,7
2022-03-22,HP,Kinnaur,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,4433,41,4389,,2022-03-22 19:55:44.098091,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,0
2022-03-22,HP,Kullu,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,11956,162,11785,,2022-03-22 19:55:44.098092,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,2
2022-03-22,HP,Lahaul and Spiti,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,3155,18,3135,,2022-03-22 19:55:44.098093,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,0
2022-03-22,HP,Mandi,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,38789,502,38224,,2022-03-22 19:55:44.098094,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,0
2022-03-22,HP,Shimla,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,35669,716,34917,,2022-03-22 19:55:44.098097,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,4
2022-03-22,HP,Sirmaur,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,19857,221,19633,,2022-03-22 19:55:44.098099,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,0
2022-03-22,HP,Solan,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,30604,335,30260,,2022-03-22 19:55:44.098100,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,0
2022-03-22,HP,Una,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,18687,279,18392,,2022-03-22 19:55:44.098101,2022-03-22 17:00:00+05:30,https://twitter.com/nhm_hp,,284383,4113,280045,,19,2
