,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
10,Gujarat,827745,817300,10095,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,83169818,46057699,37112119,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,47020,279916,326936,38,37,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Gujarat,67936000
11,Haryana,771851,761594,10054,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,29444380,18774269,10670111,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,34030,121616,155646,32,14,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Haryana,28672000
12,Himachal Pradesh,227630,223001,3853,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,11240024,5839661,5400363,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,1538,9224,10762,112,90,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Himachal Pradesh,7300000
13,Jammu and Kashmir,337915,331771,4483,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,16984722,9621865,7362857,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,4210,60401,64611,108,151,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Jammu and Kashmir,13203000
14,Jharkhand,349352,344080,5141,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,25397504,16929494,8468010,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,60954,117138,178092,10,6,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Jharkhand,37403000
15,Karnataka,2998400,2953067,38237,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,77730127,45799962,31930165,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,161926,375776,537702,301,359,7,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Karnataka,65798000
16,Kerala,5169198,5086044,41768,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,44061376,25804150,18257226,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,24780,193203,217983,3277,5833,168,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Kerala,35125000
17,Ladakh,21723,21238,215,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,385204,212462,172742,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,103,306,409,9,34,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Ladakh,293000
18,Lakshadweep,10404,10343,51,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,105679,55473,50206,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,4,164,168,0,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Lakshadweep,68000
19,Maharashtra,6639296,6487593,141175,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,119474051,76265845,43208206,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,376375,652903,1029278,518,811,5,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Maharashtra,122153000
20,Manipur,125389,123063,1985,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,2201449,1292766,908683,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,1309,4219,5528,29,38,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Manipur,3103000
21,Meghalaya,84599,82878,1475,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,2006124,1176943,829181,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,3655,4983,8638,16,14,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Meghalaya,3224000
22,Mizoram,136784,133156,508,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,1302699,737185,565514,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,275,1012,1287,330,310,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Mizoram,1192000
23,Madhya Pradesh,793258,782593,10528,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,90734275,51410161,39324114,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,41088,541645,582733,17,13,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Madhya Pradesh,82232000
24,Nagaland,32140,31321,699,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,1299915,744914,555001,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,1529,1318,2847,4,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Nagaland,2150000
25,Odisha,1050354,1039921,8423,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,44771263,28134312,16636951,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,53390,198439,251829,105,248,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Odisha,43671000
26,Puducherry,129093,126968,1875,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,1284152,787559,496593,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,4727,4228,8955,8,38,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Puducherry,1504000
27,Punjab,603509,586565,16611,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,24674909,16682402,7992507,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,27930,86101,114031,21,46,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Punjab,29859000
28,Rajasthan,954920,945743,8956,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,71463029,44099758,27363271,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,101157,373637,474794,29,28,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Rajasthan,77264000
29,Sikkim,32374,31755,405,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,996766,523613,473153,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,116,1040,1156,5,6,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Sikkim,664000
30,Tamil Nadu,2731235,2686683,36539,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,73681799,46627415,27054384,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,141763,233569,375332,719,737,10,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Tamil Nadu,75695000
31,Telangana,677138,669328,4000,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,39280894,25703842,13577052,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,193793,170192,363985,195,171,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Telangana,37220000
32,Tripura,84866,83948,825,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,4611769,2558302,2053467,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,390,3363,3753,8,5,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Tripura,3992000
33,Uttar Pradesh,1710485,1687437,22911,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,169036615,115054567,53982048,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,504216,742082,1246298,10,7,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Uttar Pradesh,224979000
34,Uttarakhand,344364,336781,7411,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,13058633,7633869,5424764,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,10871,72609,83480,11,13,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,0,0,0,,,1332900000,Uttarakhand,11141000
35,West Bengal,1619722,1592579,19553,2021-12-07,TT,34648383,473757,34079612,2021-12-07 11:25:51.310680,649447014,2021-12-06 00:00:00,1187947,1287743383,804192454,483550929,95099319,63766593,31332726,https://www.icmr.gov.in/,6822,220,10004,5712305,2431356,8143661,70448,402525,472973,465,505,9,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363445.4285714286,1340166.5714285714,16386.14285714286,78009557,55738286,22271271,,,1332900000,West Bengal,96906000
