,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Bishnupur,2,0,,133,162,619,15,18.0,0.0,,755.0,844.0,4372.0,240363,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,9220,192,,73938,131831,88795,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
1,1,1,1,1,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Chandel,2,0,,43,13,102,9,5.0,0.0,,248.0,148.0,714.0,144028,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,2360,41,,32831,27295,20034,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
2,2,2,2,2,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Churachandpur,0,0,,95,85,417,3,4.0,0.0,,693.0,914.0,3476.0,271274,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,10186,162,,120125,107673,77977,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
3,3,3,3,3,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Imphal East,5,0,,334,296,598,112,61.0,5.0,,1905.0,2059.0,6377.0,452661,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,27849,476,,248675,259257,185448,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
4,4,4,4,4,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Imphal West,8,0,,439,264,766,233,97.0,2.0,,3373.0,1953.0,6327.0,514683,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,43962,664,,448704,317610,239077,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
5,5,5,5,5,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Jiribam,0,0,,10,5,35,0,0.0,0.0,,352.0,77.0,335.0,43818,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,1022,7,,28156,28534,22837,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
6,6,6,6,6,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Kakching,0,0,,43,88,579,11,3.0,0.0,,306.0,729.0,3271.0,135481,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,6441,113,,60713,86232,58917,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
7,7,7,7,7,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Kamjong,0,0,,5,21,23,6,0.0,0.0,,140.0,321.0,232.0,45616,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,955,5,,14277,11722,7818,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
8,8,8,8,8,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Kangpokpi,0,0,,45,37,97,2,0.0,0.0,,153.0,959.0,1597.0,0,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,2787,62,,41259,42746,27930,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
9,9,9,9,9,2021-12-07,MN,17,0,28,1474,1340,4489,419,201.0,8.0,512.0,10820.0,11125.0,36289.0,Noney,0,0,,1,43,25,1,0.0,0.0,,93.0,451.0,373.0,0,2021-12-07 14:00:00+05:30,https://twitter.com/health_manipur,,1074,4,,17948,18579,13102,2021-12-07 23:56:09,3103000,2021-12-07 23:56:09,https://twitter.com/health_manipur,,125406,1985,123091,1429669,1294106,913172,0,0,0,0,0
