Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-21,TR,Dhalai,7036,35,6998,61582.0,257969,148672,406641,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,Gomati,8120,74,8037,47437.0,278730,150363,429093,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,Khowai,4554,54,4499,24046.0,201454,100620,302074,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,North Tripura,7240,34,7186,100931.0,283211,183389,466600,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,Sipahijala,6348,75,6267,53067.0,330326,197538,527864,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,South Tripura,10160,53,10102,83030.0,303659,202868,506527,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,Unokoti,8603,68,8527,34930.0,172550,89486,262036,84348,813,83377,1951997.0,2502779,1518728,4021507
2021-10-21,TR,West Tripura,32287,420,31761,202939.0,674880,445792,1120672,84348,813,83377,1951997.0,2502779,1518728,4021507
