"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4884","4433","18","4","429"
"Bageshwar","2159","2055","0","0","104"
"Chamoli","3350","3216","7","3","124"
"Champawat","1992","1961","2","2","27"
"Dehradun","38720","37941","114","205","460"
"Haridwar","14029","13741","12","31","245"
"Nainital","13300","13096","118","31","55"
"Pauri Garhwal","5581","4523","7","21","1030"
"Pithoragarh","2744","2575","11","4","154"
"Rudraprayag","3041","2897","2","2","140"
"Tehri Garhwal","2614","2150","8","8","448"
"U.S. Nagar","9311","8952","13","7","339"
"Uttarkashi","1911","1713","5","6","187"
"Total","103636","99253","317","324","3742"
