"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16949","16677","8","264"
"2","Chengalpattu","175295","172237","511","2547"
"3","Chennai","562008","551668","1689","8651"
"4","Coimbatore","253226","249755","962","2509"
"5","Cuddalore","64593","63626","91","876"
"6","Dharmapuri","28989","28655","53","281"
"7","Dindigul","33342","32653","37","652"
"8","Erode","107710","106542","457","711"
"9","Kallakurichi","31608","31381","17","210"
"10","Kancheepuram","76112","74666","179","1267"
"11","Kanyakumari","63121","61929","130","1062"
"12","Karur","24974","24492","118","364"
"13","Krishnagiri","44101","43673","70","358"
"14","Madurai","75679","74430","62","1187"
"15","Mayiladuthurai","23429","23104","6","319"
"16","Nagapattinam","21424","21049","14","361"
"17","Namakkal","54529","53703","309","517"
"18","Nilgiris","34427","34119","89","219"
"19","Perambalur","12140","11876","19","245"
"20","Pudukottai","30385","29948","16","421"
"21","Ramanathapuram","20679","20297","23","359"
"22","Ranipet","43688","42876","33","779"
"23","Salem","102449","100389","333","1727"
"24","Sivagangai","20509","20249","47","213"
"25","Tenkasi","27420","26921","13","486"
"26","Thanjavur","76438","75311","120","1007"
"27","Theni","43623","43094","6","523"
"28","Thirupathur","29470","28817","26","627"
"29","Thiruvallur","120821","118757","205","1859"
"30","Thiruvannamalai","55352","54632","47","673"
"31","Thiruvarur","42024","41517","45","462"
"32","Thoothukudi","56605","56134","59","412"
"33","Tirunelveli","49777","49290","52","435"
"34","Tiruppur","98559","97103","431","1025"
"35","Trichy","78872","77643","129","1100"
"36","Vellore","50483","49225","117","1141"
"37","Villupuram","46114","45715","41","358"
"38","Virudhunagar","46456","45868","39","549"
"39","Airport Surveillance 
(International)","1105","1055","49","1"
"40","Airport Surveillance 
(Domestic)","1087","1084","2","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,46,000","27,02,588","6,654","36,758"
