TT|2022-10-10 07:55:10.386923|GetSource|ERR|File Not Found
TT|2022-10-10 09:55:09.730321|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 09:55:22.854107|ExtractFromHTML|OK|COMPLETED
TT|2022-10-10 11:55:23.503937|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 11:55:40.511391|ExtractFromHTML|OK|COMPLETED
TT|2022-10-10 19:55:09.705403|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 19:55:30.776185|ExtractFromHTML|OK|COMPLETED
TT|2022-10-10 20:55:11.672170|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 20:55:30.740805|ExtractFromHTML|OK|COMPLETED
TT|2022-10-10 21:55:11.468369|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 21:55:29.853200|ExtractFromHTML|OK|COMPLETED
TT|2022-10-10 22:55:11.853950|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 22:55:29.765583|ExtractFromHTML|OK|COMPLETED
TT|2022-10-10 23:55:11.065905|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-10-10 23:55:27.736610|ExtractFromHTML|OK|COMPLETED
TT|2022-10-11 07:55:09.878709|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
