TT|2021-11-30 07:55:03.875304|GetSource|ERR|File Not Found
TT|2021-11-30 09:55:11.862334|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 09:55:31.701975|ExtractFromHTML|OK|COMPLETED
TT|2021-11-30 09:59:28.089272|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 09:59:38.847498|ExtractFromHTML|OK|COMPLETED
TT|2021-11-30 10:01:54.965548|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 10:02:23.053755|ExtractFromHTML|OK|COMPLETED
TT|2021-11-30 11:55:14.479131|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 11:55:28.180086|ExtractFromHTML|OK|COMPLETED
TT|2021-11-30 19:55:13.930836|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 19:55:28.309232|ExtractFromHTML|OK|COMPLETED
TT|2021-11-30 21:55:14.711003|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 21:55:30.700810|ExtractFromHTML|OK|COMPLETED
TT|2021-11-30 23:27:47.800610|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2021-11-30 23:28:03.778040|ExtractFromHTML|OK|COMPLETED
