,District,cumulativeConfirmedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeDeceasedNumberForDistrict,Date,State/UTCode,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,last_updated,cumulativeTestedNumberForState,tested_last_updated_state,deltaTestedForState,cumulativeVaccinatedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,tested_source_state,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaVaccinated2ForState,deltaVaccinated1ForState,deltaVaccinatedForState,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinatedForDistrict,deltaConfirmedForDistrict,deltaRecoveredForDistrict,deltaDeceasedForDistrict,7DmaConfirmedForState,7DmaRecoveredForState,7DmaDeceasedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinatedForState,7DmaConfirmedForDistrict,7DmaRecoveredForDistrict,7DmaDeceasedForDistrict,7DmaVaccinatedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaTestedForState,delta21_14confirmedForState,statePopulation,StateName,districtPopulation
0,Andaman and Nicobar Islands,7799,7596,129,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,598701,304042,294659,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,3072,390,3462,36,3,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Andaman and Nicobar Islands,397000
1,Andhra Pradesh,2077942,2061927,14499,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,70957801,40880464,30077337,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,586822,49297,636119,334,95,1,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Andhra Pradesh,52221000
2,Arunachal Pradesh,55375,55048,282,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,1462786,810259,652527,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,2381,929,3310,23,1,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Arunachal Pradesh,1504000
3,Assam,621897,612792,6170,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,38104712,22015715,16088997,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,170346,64524,234870,475,154,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Assam,34293000
4,Bihar,728766,714447,12096,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,101321915,58502682,42819233,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,389268,191349,580617,893,56,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Bihar,119520000
5,Chandigarh,66264,64685,1079,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,1789061,1012205,776856,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,9580,7084,16664,128,11,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Chandigarh,1179000
6,Chhattisgarh,1010513,993932,13604,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,30546630,18138765,12407865,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,216905,37891,254796,1059,21,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Chhattisgarh,28724000
7,Dadra and Nagar Haveli and Daman and Diu,10701,10687,4,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,1249001,719078,529923,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,11072,3034,14106,1,0,0,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Dadra and Nagar Haveli and Daman and Diu,959000
8,Delhi,1463701,1423699,25113,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,26860031,15469220,11390811,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,108091,90013,198104,5481,1575,3,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Delhi,19814000
9,Goa,182793,176505,3525,2022-01-05,TT,35018358,482551,34321803,2022-01-05 11:40:48.045524,683817242,2022-01-04 00:00:00,1388647,1477529414,861193945,616335469,2435368,1323075,1112293,https://www.icmr.gov.in/,58097,534,15389,3457240,6725030,10182270,13176,3193,16369,592,67,2,4885882.857142857,4796504.428571428,64930.0,5094504913,2239844681,7334349594,1363461.0,1340172.0,16386.14285714286,0,0,0,,,1332900000,Goa,1540000
