,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,deltaVaccinated3ForDistrict,cumulativeOtherNumberForDistrict,7DmaOtherForDistrict,7DmaVaccinated3ForDistrict,cumulativeVaccinated3NumberForDistrict
0,0,0,0,0,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Alappuzha,147,193,83,,1293,628,606.0,906.0,282.0,793.0,,25872.0,36680.0,2121943,,,,326738,3790,325270,,1582887,1396870,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
1,1,1,1,1,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Ernakulam,641,8,538,,526,2530,2537.0,3788.0,133.0,3471.0,,14559.0,46625.0,3279860,,,,647355,5591,633262,,3045377,2446665,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
2,2,2,2,2,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Idukki,125,0,21,,738,286,502.0,671.0,45.0,791.0,,12671.0,12302.0,1107453,,,,158961,980,155495,,887802,702178,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
3,3,3,3,3,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Kannur,268,78,150,,1360,1144,1013.0,1426.0,149.0,1304.0,,29989.0,32266.0,2525637,,,,293286,3578,289224,,1977009,1644477,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
4,4,4,4,4,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Kasaragod,49,4,28,,1416,3716,316.0,329.0,72.0,409.0,,9057.0,12797.0,1302600,,,,143879,946,140405,,948074,764134,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
5,5,5,5,5,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Kollam,201,2,112,,1335,2042,1048.0,1270.0,211.0,1640.0,,30327.0,35137.0,2629703,,,,413447,4584,410554,,2037961,1661202,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
6,6,6,6,6,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Kottayam,352,17,15,,90,254,1233.0,1840.0,110.0,1509.0,,11202.0,25813.0,1979384,,,,345955,2734,341745,,1525530,1275908,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
7,7,7,7,7,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Kozhikode,403,4,269,,1295,4607,1777.0,2447.0,126.0,2259.0,,15272.0,61909.0,3089543,,,,560770,4407,556662,,2446059,1909414,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
8,8,8,8,8,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Malappuram,157,61,91,,3135,11570,659.0,960.0,226.0,786.0,,26048.0,120597.0,4110956,,,,579483,3736,576491,,3014015,2163217,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
9,9,9,9,9,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Palakkad,124,13,66,,2092,4289,,615.0,160.0,667.0,,28321.0,69151.0,2810892,,,,384390,3950,377048,,2103889,1663042,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
10,10,10,10,10,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Pathanamthitta,165,5,169,,419,182,179279.0,1135.0,38.0,1165.0,,10262.0,8052.0,1195537,,,,206848,1821,201874,,1077283,883329,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
11,11,11,11,11,2022-01-05,KL,3640,453,2363,71120,16108,31811,21350.0,16536.0,1360.0,15444.0,463038.0,293057.0,540954.0,Thiruvananthapuram,599,42,571,,289,271,-295326.0,3963.0,96.0,4405.0,,30631.0,27722.0,3307284,,,,510383,6349,501729,,2666358,2199761,2022-01-05 23:59:07.060769,35125000,2022-01-05 23:59:07.061488,,,5258614,48637,5189100,41710271,26405247,21388475,0,0,0,0,0
