,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Amritsar,105,0,2,,7186,7298,0,8,191.0,0.0,8.0,,33045.0,39087.0,0,2490891,,,,47657,1599,45862,,1475018,789367,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
1,1,1,1,1,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Barnala,7,1,0,,743,1592,0,2,13.0,3.0,3.0,,2202.0,5783.0,0,596294,,,,5972,247,5710,,358825,168891,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
2,2,2,2,2,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Bathinda,26,0,6,,4761,4198,0,8,136.0,0.0,9.0,,23338.0,25603.0,0,1388859,,,,41971,1049,40775,,700030,342363,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
3,3,3,3,3,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Faridkot,4,1,0,,1375,2156,0,3,9.0,1.0,1.0,,7134.0,12918.0,0,618008,,,,13969,321,13639,,358345,207297,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
4,4,4,4,4,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Fatehgarh Sahib,52,0,0,,1874,2671,0,5,118.0,0.0,6.0,,8324.0,13742.0,0,599814,,,,9032,338,8578,,381821,217210,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
5,5,5,5,5,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Fazilka,7,0,2,,709,1305,0,4,14.0,0.0,4.0,,4251.0,7515.0,0,1180483,,,,20304,531,19757,,566318,271611,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
6,6,6,6,6,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Ferozepur,14,0,0,,545,921,0,7,31.0,0.0,1.0,,4536.0,8458.0,0,2026831,,,,14513,504,13978,,516681,224959,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
7,7,7,7,7,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Gurdaspur,40,0,2,,2578,3471,0,4,110.0,0.0,7.0,,11009.0,17421.0,0,2299026,,,,22537,804,21621,,981835,659082,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
8,8,8,8,8,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Hoshiarpur,30,0,0,,1239,2178,0,26,77.0,1.0,22.0,,6124.0,12634.0,0,1582793,,,,31106,998,30031,,1047192,738692,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
9,9,9,9,9,2022-01-05,PB,1796,4,44,23640,55223,73944,0,244,4295.0,13.0,297.0,111001.0,250512.0,404277.0,0.0,Jalandhar,179,1,8,,3205,6248,0,33,391.0,1.0,42.0,,15148.0,35191.0,0,2181753,,,,64008,1502,62096,,1514744,996792,0,0,2022-01-25T02:02:34.399434+05:30,29859000,,,,608723,16657,587632,16905814,17293753,9568951,0,0,0.0,0
