,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Bilaspur,13,0,1,,4319,27,0,42,42.0,0.0,36.0,0.0,12778.0,307.0,0,382056,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,14721,90,14573,,340585,322015,0,1,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
1,1,1,1,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Chamba,7,0,0,,3860,36,0,3,25.0,0.0,2.0,0.0,13807.0,364.0,0,518844,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,13765,161,13577,,388748,357752,0,2,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
2,2,2,2,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Hamirpur,52,0,2,,3593,21,0,43,85.0,1.0,29.0,0.0,14359.0,454.0,0,454293,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,18170,308,17762,,398225,365113,0,1,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
3,3,3,3,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Kangra,136,0,1,,14888,124,0,68,407.0,2.0,65.0,0.0,52665.0,1726.0,0,1507223,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,52707,1180,51060,,1258836,1155355,0,5,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
4,4,4,4,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Kinnaur,1,0,0,,489,0,0,2,5.0,0.0,2.0,0.0,1695.0,220.0,0,84298,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,3538,39,3492,,81834,69481,0,0,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
5,5,5,5,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Kullu,19,0,1,,1251,11,0,5,66.0,0.0,4.0,0.0,16815.0,662.0,0,437474,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,9820,158,9591,,380293,331723,0,15,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,12.0
6,6,6,6,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Lahaul and Spiti,1,0,0,,20,0,0,1,10.0,0.0,0.0,0.0,574.0,30.0,0,31528,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,2972,18,2944,,32739,25640,0,0,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
7,7,7,7,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Mandi,19,0,6,,6777,58,0,55,52.0,0.0,26.0,0.0,33328.0,523.0,0,999518,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,32165,463,31646,,826704,747400,0,0,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
8,8,8,8,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Shimla,41,0,0,,5744,219,0,46,148.0,2.0,25.0,0.0,19727.0,2447.0,0,813384,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,28280,657,27450,,720711,654721,0,4,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
9,9,9,9,2022-01-05,HP,374,1,15,0,57433,1554,0,319,1082.0,6.0,251.0,0,225617.0,14221.0,0.0,Sirmaur,27,0,1,,4960,93,0,1,50.0,0.0,3.0,0.0,20843.0,1001.0,0,530164,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,15533,211,15263,,460932,417708,0,0,2022-01-05 23:40:42,7300000,2022-01-05 19:00:00+05:30,https://twitter.com/nhm_hp,,229787,3863,224678,,6084481,5506939,0,30,12.0,0.0
