"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","19","0","2","0","1899","1866","14"
"East Jaintia Hills","2","0","1","0","2440","2406","32"
"East Khasi Hills","255","8","24","1","41584","40334","995"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","12","2","3","0","9727","9625","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","18","0","0","0","9075","8984","73"
"West Jaintia Hills","10","0","0","0","6819","6674","135"
"West Khasi Hills","23","4","0","0","5510","5413","74"
"Total","339","14","30","1","84378","82571","1468"
