"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","28","29","66524","1","4557","71075","2"
"Bageshwar","14","14","36485","0","2096","38577","0"
"Chamoli","76","47","50316","1","3239","53553","8"
"Champawat","1","1","62812","0","1915","64724","0"
"Dehradun","553","585","386660","79","34238","420763","82"
"Haridwar","200","195","314348","13","13339","327657","17"
"Nainital","186","131","94703","7","11527","106160","24"
"Pauri Garhwal","139","147","99575","0","5310","104878","32"
"Pithoragarh","28","34","43339","0","2573","45900","0"
"Rudraprayag","19","15","28380","0","2718","31098","0"
"Tehri Garhwal","153","120","40305","1","2415","42713","17"
"US Nagar","389","142","143601","11","8886","152463","56"
"Uttarkashi","83","80","44218","2","1717","45933","12"
"Total","1869","1540","1411266","115","94530","1505494","250"
