"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2085","20","1","0"
"East Jaintia Hills","0","0","0","2677","40","0","0"
"East Khasi Hills","0","1","0","47884","1080","13","4"
"Eastern West Khasi Hills","0","0","0","161","9","0","0"
"North Garo Hills","0","0","0","1920","10","0","0"
"Ri-Bhoi","0","0","0","10589","102","7","0"
"South Garo Hills","0","1","0","1442","16","0","0"
"South West Garo Hills","0","0","0","2268","21","2","0"
"South West Khasi Hills","0","2","0","2723","20","1","0"
"West Garo Hills","1","2","0","11867","84","16","1"
"West Jaintia Hills","1","1","0","7327","142","1","0"
"West Khasi Hills","0","0","0","5672","78","0","0"
"Total","2","7","0","96615","1622","41","5"
