"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","56","53","222366","1","12191","234557","461"
"Bageshwar","146","529","196367","0","5764","202131","307"
"Chamoli","177","443","271169","0","12242","283411","242"
"Champawat","117","392","224278","0","7603","231881","437"
"Dehradun","3776","3686","1777436","3","112374","1889810","1148"
"Haridwar","1643","1654","2019757","2","51501","2071258","849"
"Nainital","289","416","514476","1","39235","553711","195"
"Pauri Garhwal","131","485","365198","0","17686","382884","276"
"Pithoragarh","63","68","206369","0","10262","216631","360"
"Rudraprayag","264","305","183447","0","8800","192247","632"
"Tehri Garhwal","65","229","289702","0","15835","305537","223"
"US Nagar","507","724","872397","0","37876","910273","192"
"Uttarkashi","391","83","323587","0","12549","336136","1072"
"Total","7625","9067","7466549","7","343918","7810467","6394"
