"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","220","210","227782","0","12221","240003","349"
"Bageshwar","238","20","201325","0","5764","207089","763"
"Chamoli","391","168","279550","0","12247","291797","853"
"Champawat","402","26","231848","0","7605","239453","971"
"Dehradun","1648","893","1857560","8","112538","1970098","939"
"Haridwar","1885","2092","2073205","0","51535","2124740","579"
"Nainital","842","647","532254","0","39259","571513","608"
"Pauri Garhwal","504","203","378743","0","17709","396452","764"
"Pithoragarh","265","56","211295","0","10265","221560","481"
"Rudraprayag","446","154","187750","0","8801","196551","590"
"Tehri Garhwal","181","33","293568","0","15838","309406","388"
"US Nagar","973","591","889468","0","37885","927353","1795"
"Uttarkashi","296","277","332058","0","12560","344618","549"
"Total","8291","5370","7696406","8","344227","8040633","9629"
