,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-06,DL,Central Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
1,1,2021-11-06,DL,East Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
2,2,2021-11-06,DL,New Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
3,3,2021-11-06,DL,North Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
4,4,2021-11-06,DL,North East Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
5,5,2021-11-06,DL,North West Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
6,6,2021-11-06,DL,Shahdara,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
7,7,2021-11-06,DL,South Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
8,8,2021-11-06,DL,South East Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
9,9,2021-11-06,DL,South West Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
10,10,2021-11-06,DL,West Delhi,,,,,,,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
11,11,2021-11-06,DL,Unknown,,,,1440071.0,25091.0,1414629.0,,2021-11-07 07:27:14.187229,,,,1440071,25091,1414629,29678778
