"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
(including 
Pvt. Lab)","Positive 
in last 24 
hours","Positive 
Cumulative 
(including 
Pvt. Lab)","",""
"Almora","297","335","224656","1","12214","236870","349"
"Bageshwar","116","336","198970","0","5764","204734","517"
"Chamoli","493","212","275647","0","12245","287892","749"
"Champawat","471","590","228349","0","7605","235954","781"
"Dehradun","3658","3973","1830983","3","112445","1943428","619"
"Haridwar","3099","3181","2047921","0","51519","2099440","338"
"Nainital","1271","1044","523746","0","39246","562992","864"
"Pauri Garhwal","555","210","372965","0","17689","390654","1343"
"Pithoragarh","465","140","208493","0","10263","218756","708"
"Rudraprayag","165","111","185907","0","8801","194708","386"
"Tehri Garhwal","163","79","291718","0","15837","307555","445"
"US Nagar","1226","993","881270","0","37877","919147","1427"
"Uttarkashi","435","66","328404","0","12557","340961","776"
"Total","12414","11270","7599029","4","344062","7943091","9302"
