"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
persons 
hospitalised"
"East Garo Hills","7","2","0","2014","16","25","0"
"East Jaintia Hills","5","2","0","2572","33","21","0"
"East Khasi Hills","22","51","1","46804","1060","328","90"
"Eastern West Khasi Hills","2","3","1","125","6","31","1"
"North Garo Hills","7","13","0","1826","9","25","0"
"Ri-Bhoi","10","19","0","10228","96","108","1"
"South Garo Hills","0","2","0","1325","12","13","1"
"South West Garo Hills","2","4","0","2056","19","23","0"
"South West Khasi Hills","1","23","0","2667","19","16","0"
"West Garo Hills","20","28","0","10589","77","143","5"
"West Jaintia Hills","5","9","0","7109","139","92","6"
"West Khasi Hills","5","6","0","5618","75","25","0"
"Total","86","162","2","92933","1561","850","104"
