"COVID-19 DISTRICT WISE STATUS, MEGHALAYA","","","","","","",""
"District Name","Active 
Cases","New 
Cases","New 
Recoveries","New 
Deaths","Total Cases","Total 
Recoveries","Total 
Deaths"
"East Garo Hills","4","0","1","0","1900","1882","14"
"East Jaintia Hills","2","1","0","0","2442","2408","32"
"East Khasi Hills","249","17","4","1","41674","40425","1000"
"North Garo Hills","0","0","0","0","1685","1677","8"
"Ri-Bhoi","9","0","1","0","9730","9631","90"
"South Garo Hills","0","0","0","0","1217","1205","12"
"South West Garo Hills","0","0","0","0","1873","1855","18"
"South West Khasi Hills","0","0","0","0","2549","2532","17"
"West Garo Hills","9","1","1","0","9078","8996","73"
"West Jaintia Hills","9","0","1","0","6820","6676","135"
"West Khasi Hills","12","0","1","0","5512","5426","74"
"Total","294","19","9","1","84480","82713","1473"
