"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4490","4101","7","4","378"
"Bageshwar","2086","1997","3","0","86"
"Chamoli","3192","3051","32","3","106"
"Champawat","1901","1857","23","1","20"
"Dehradun","32732","32093","105","171","363"
"Haridwar","12944","12653","33","24","234"
"Nainital","11269","11187","16","29","37"
"Pauri Garhwal","5248","4236","26","18","968"
"Pithoragarh","2550","2371","41","4","134"
"Rudraprayag","2697","2564","5","2","126"
"Tehri Garhwal","2346","2015","3","5","323"
"U.S. Nagar","8775","8474","30","5","266"
"Uttarkashi","1636","1459","4","5","168"
"Total","91866","88058","328","271","3209"
