"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","142","162","66957","4","4581","71532","14"
"Bageshwar","15","19","36595","0","2098","38689","0"
"Chamoli","36","21","50408","1","3246","53652","0"
"Champawat","114","9","62830","4","1919","64746","11"
"Dehradun","683","527","390060","117","34896","424821","74"
"Haridwar","174","157","315475","12","13411","328856","5"
"Nainital","236","163","95732","37","11682","107344","36"
"Pauri Garhwal","158","158","100599","2","5324","105916","12"
"Pithoragarh","13","12","43491","3","2581","46060","0"
"Rudraprayag","32","15","28464","0","2720","31184","0"
"Tehri Garhwal","90","55","41009","1","2437","43439","13"
"US Nagar","550","236","144436","13","8919","153331","61"
"Uttarkashi","67","130","44802","7","1734","46534","0"
"Total","2310","1664","1420858","201","95548","1516104","226"
