Date,State/UTCode,District,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinatedNumberForDistrict,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinatedNumberForState
2021-10-06,AR,Anjaw,1066,3,1060,2845.0,11569,6531,18100,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Capital Complex,0,0,0,115210.0,,,,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Changlang,3797,22,3774,23861.0,87299,45740,133039,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,East Kameng,1094,0,1087,7489.0,22653,13275,35928,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,East Siang,3186,17,3129,21867.0,53172,33627,86799,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Kamle,512,0,512,1385.0,6641,2687,9328,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Kra Daadi,269,0,269,3218.0,6252,3017,9269,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Kurung Kumey,511,1,509,4201.0,8994,4364,13358,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Lepa Rada,871,3,865,6747.0,13256,9227,22483,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Lohit,2869,26,2774,14945.0,30483,16953,47436,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Longding,751,2,746,10342.0,18964,5939,24903,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Lower Dibang Valley,2394,11,2309,12169.0,32052,18264,50316,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Lower Siang,738,8,730,7070.0,16357,8215,24572,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Lower Subansiri,3015,15,2980,10564.0,26617,16030,42647,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Namsai,2095,17,2046,19987.0,62642,37699,100341,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Pakke Kessang,447,0,437,3327.0,7952,4312,12264,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Papum Pare,18244,98,18137,41960.0,138035,86499,224534,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Shi Yomi,247,0,239,2169.0,6894,5206,12100,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Siang,411,3,408,4270.0,14318,7677,21995,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Tawang,2532,19,2464,14224.0,29317,21292,50609,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Tirap,1104,5,1088,14657.0,31364,16959,48323,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Upper Dibang Valley,336,2,332,1910.0,4104,2125,6229,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Upper Siang,1011,1,997,6564.0,18303,11257,29560,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,Upper Subansiri,1958,6,1950,6217.0,24582,13408,37990,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,West Kameng,3498,14,3422,28155.0,54997,32621,87618,54812,279,54108,1156591.0,760409,448319,1208728
2021-10-06,AR,West Siang,1856,6,1844,13192.0,33592,25395,58987,54812,279,54108,1156591.0,760409,448319,1208728
