"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20084","19768","49","267"
"2","Chengalpattu","248764","244689","1417","2658"
"3","Chennai","781575","768051","4455","9069"
"4","Coimbatore","335431","331577","1236","2618"
"5","Cuddalore","75046","73919","232","895"
"6","Dharmapuri","36485","36112","90","283"
"7","Dindigul","38213","37299","249","665"
"8","Erode","134001","132863","404","734"
"9","Kallakurichi","36818","36576","27","215"
"10","Kancheepuram","97139","95664","173","1302"
"11","Kanyakumari","88541","87163","293","1085"
"12","Karur","29997","29578","47","372"
"13","Krishnagiri","60477","59818","289","370"
"14","Madurai","92381","90903","242","1236"
"15","Mayiladuthurai","26874","26424","120","330"
"16","Nagapattinam","25743","25314","54","375"
"17","Namakkal","68835","68083","218","534"
"18","Nilgiris","42569","42270","73","226"
"19","Perambalur","14832","14535","48","249"
"20","Pudukottai","34967","34410","131","426"
"21","Ramanathapuram","24941","24545","28","368"
"22","Ranipet","55310","54294","229","787"
"23","Salem","129341","127104","475","1762"
"24","Sivagangai","24590","24211","160","219"
"25","Tenkasi","33522","32879","153","490"
"26","Thanjavur","92992","91723","229","1040"
"27","Theni","51391","50517","341","533"
"28","Thirupathur","35889","35219","37","633"
"29","Thiruvallur","151980","149806","234","1940"
"30","Thiruvannamalai","67721","66939","97","685"
"31","Thiruvarur","48587","47936","178","473"
"32","Thoothukudi","66703","66039","216","448"
"33","Tirunelveli","65054","64279","330","445"
"34","Tiruppur","130812","129545","215","1052"
"35","Trichy","97041","95647","233","1161"
"36","Vellore","57771","56517","91","1163"
"37","Villupuram","55580","55027","186","367"
"38","Virudhunagar","58658","57497","606","555"
"39","Airport Surveillance 
(International)","1377","1372","4","1"
"40","Airport Surveillance 
(Domestic)","1147","1145","1","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,39,607","34,87,685","13,890","38,032"
