"Sr. No.","District/Municipal 
Corporation","COVID-19 cases","Recovered 
patients","Deaths","Active cases"
"28","Buldhana","92066","91203","836","27"
"29","Yavatmal","81999","80166","1820","13"
"30","Nagpur","577108","567587","9215","306"
"31","Wardha","65728","64297","1408","23"
"32","Bhandara","68011","66835","1142","34"
"33","Gondia","45445","44845","587","13"
"34","Chandrapur","98925","97286","1592","47"
"35","Gadchiroli","37042","36289","726","27"
"","Other states/country","144","31","113","0"
"","Total","7945022","7772491","147892","24639"
