TT|2022-03-08 07:55:10.556849|GetSource|ERR|File Not Found
TT|2022-03-08 09:55:10.226401|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 09:55:24.676161|ExtractFromHTML|OK|COMPLETED
TT|2022-03-08 11:55:10.401405|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 11:55:27.340307|ExtractFromHTML|OK|COMPLETED
TT|2022-03-08 19:55:09.387021|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 19:55:37.682763|ExtractFromHTML|OK|COMPLETED
TT|2022-03-08 20:55:09.443082|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 20:55:26.602341|ExtractFromHTML|OK|COMPLETED
TT|2022-03-08 21:55:09.945133|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 21:55:26.324953|ExtractFromHTML|OK|COMPLETED
TT|2022-03-08 22:55:09.744813|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 22:55:25.095773|ExtractFromHTML|OK|COMPLETED
TT|2022-03-08 23:55:10.125307|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-08 23:55:27.644488|ExtractFromHTML|OK|COMPLETED
TT|2022-03-09 07:42:36.425750|GetSource|OK|File Downloaded fromhttps://www.mygov.in/covid-19
TT|2022-03-09 07:42:54.837395|ExtractFromHTML|OK|COMPLETED
