"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","6","41031","35","40589","74","0","368","0"
"","2","Ballari","58","116425","35","114271","383","1","1769","2"
"","3","Belagavi","29","101160","109","99848","304","1","1006","2"
"","4","Bengaluru Rural","11","79860","33","78852","100","1","908","0"
"","5","Bengaluru urban","1225","1848847","1229","1824823","7045","0","16978","1"
"","6","Bidar","2","30002","6","29559","19","0","420","4"
"","7","Chamarajanagara","27","43892","13","43251","106","0","524","11"
"","8","Chikkaballapura","12","55832","17","55307","62","0","462","1"
"","9","Chikkamagaluru","19","57434","15","56995","32","0","407","0"
"","10","Chitradurga","4","46453","0","46191","23","0","239","0"
"","11","Dakshina 
Kannada","6","136384","14","134473","54","0","1847","10"
"","12","Davanagere","19","57853","32","57119","109","0","625","0"
"","13","Dharwada","42","85447","87","83897","153","1","1390","7"
"","14","Gadag","2","30662","8","30312","12","0","338","0"
"","15","Hassana","14","144509","14","143081","119","0","1307","2"
"","16","Haveri","10","27007","16","26294","43","0","670","0"
"","17","Kalaburagi","15","77134","61","76082","168","0","884","0"
"","18","Kodagu","7","49659","22","49178","128","0","352","1"
"","19","Kolara","7","63513","27","62803","44","0","666","0"
"","20","Koppala","3","41448","14","40843","65","1","540","0"
"","21  Mandya","","24","101918","23","101121","86","0","711","0"
"","22  Mysuru","","88","231180","84","228245","374","0","2561","0"
"","23","Raichuru","9","45759","16","45283","107","0","369","0"
"","24","Ramanagara","5","29915","0","29536","32","0","347","0"
"","25","Shivamogga","22","83743","16","82430","182","0","1130","1"
"","26","Tumakuru","7","160383","27","159064","99","0","1220","0"
"","27","Udupi","8","95949","12","95375","27","0","547","0"
"","28","Uttara Kannada","7","71537","11","70667","58","0","812","0"
"","29","Vijayapura","3","41122","2","40564","36","1","522","0"
"","30","Yadagiri","0","29991","4","29769","10","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1691","4026085","1982","3975855","10054","6","40134","42"
"*
  
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 11-08-2022 
Page 5 of 10","","","","","","","","","",""
