District,Recovered,Deceased,Active
फतहेपरु,6947,140,500
रामपरु,13796.0,151.0,498.0
लसलतपरु,13042.0,130.0,493.0
उन्नाव,15426.0,254.0,471.0
अमठेी,10465.0,143.0,462.0
सभंल,10331.0,108.0,444.0
अयोध्या,17878.0,291.0,405.0
महाराजगजं,12926.0,142.0,398.0
चदंौली,16704.0,364.0,393.0
क्रिरोजाबाद,9803.0,136.0,390.0
बागपत,10362.0,139.0,351.0
मनैपरुी,10877.0,188.0,342.0
बस्ती,12126.0,331.0,319.0
बलिया,21827.0,238.0,317.0
बादा,11139.0,161.0,290.0
भदोही,7745.0,164.0,270.0
कानपरु देहात,6334.0,110.0,260.0
अम्बडेकर नगर,5246.0,155.0,252.0
औरैय्या,10238.0,207.0,249.0
बलरामपुर,7655.0,138.0,237.0
कुशीनगर,15597.0,228.0,226.0
हमीरपरु,5317.0,102.0,210.0
ममर्ाुपरु,11495.0,118.0,205.0
श्रावस्ती,4633.0,37.0,204.0
सतं कबीर नगर,8283.0,98.0,203.0
मऊ,8513.0,81.0,194.0
प्रतापगढ़,16099.0,164.0,192.0
चचत्रकट,7217.0,79.0,184.0
कौशाम्बी,4415.0,71.0,127.0
कासगजं,4632.0,54.0,114.0
हाथरस,3516.0,43.0,108.0
महोबा,4246.0,86.0,51.0
