"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","16913","16620","31","262"
"2","Chengalpattu","173247","170025","693","2529"
"3","Chennai","557100","547208","1299","8593"
"4","Coimbatore","249151","245475","1230","2446"
"5","Cuddalore","64345","63355","118","872"
"6","Dharmapuri","28721","28297","146","278"
"7","Dindigul","33194","32489","55","650"
"8","Erode","105696","104192","810","694"
"9","Kallakurichi","31535","31236","89","210"
"10","Kancheepuram","75425","73945","218","1262"
"11","Kanyakumari","62696","61487","155","1054"
"12","Karur","24465","23928","176","361"
"13","Krishnagiri","43774","43339","83","352"
"14","Madurai","75449","74142","126","1181"
"15","Mayiladuthurai","23346","23007","23","316"
"16","Nagapattinam","21264","20812","97","355"
"17","Namakkal","53083","52170","408","505"
"18","Nilgiris","33943","33525","205","213"
"19","Perambalur","12097","11837","16","244"
"20","Pudukottai","30303","29827","59","417"
"21","Ramanathapuram","20610","20227","24","359"
"22","Ranipet","43522","42719","28","775"
"23","Salem","100917","98752","468","1697"
"24","Sivagangai","20356","20072","76","208"
"25","Tenkasi","27383","26887","11","485"
"26","Thanjavur","75940","74676","278","986"
"27","Theni","43597","43066","10","521"
"28","Thirupathur","29367","28722","19","626"
"29","Thiruvallur","119977","117855","276","1846"
"30","Thiruvannamalai","55143","54410","64","669"
"31","Thiruvarur","41797","41186","154","457"
"32","Thoothukudi","56465","55991","65","409"
"33","Tirunelveli","49581","49037","111","433"
"34","Tiruppur","96624","95092","542","990"
"35","Trichy","78262","76805","381","1076"
"36","Vellore","50086","48846","102","1138"
"37","Villupuram","45977","45589","32","356"
"38","Virudhunagar","46376","45787","41","548"
"39","Airport Surveillance 
(International)","1031","1027","3","1"
"40","Airport Surveillance 
(Domestic)","1085","1084","0","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","27,20,271","26,75,174","8,722","36,375"
