,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,0,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Amritsar,2,0,2,,602,1379,0,8,7.0,1.0,12.0,,20498.0,43635.0,0,2490891,,,,47439,1599,45838,,1404306,673259,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
1,1,1,1,1,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Barnala,1,0,0,,101,171,0,0,1.0,0.0,0.0,,1883.0,9270.0,0,596294,,,,5956,244,5705,,354967,153044,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
2,2,2,2,2,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Bathinda,1,0,1,,208,419,0,11,17.0,1.0,10.0,,7884.0,20425.0,0,1388859,,,,41809,1047,40732,,660350,274904,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
3,3,3,3,3,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Faridkot,2,0,0,,81,113,0,6,3.0,0.0,1.0,,2331.0,9241.0,0,618008,,,,13953,319,13626,,345187,173540,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
4,4,4,4,4,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Fatehgarh Sahib,0,0,0,,115,478,0,4,2.0,0.0,3.0,,2508.0,10714.0,0,599814,,,,8906,336,8568,,365500,171975,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
5,5,5,5,5,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Fazilka,1,0,0,,624,1351,0,2,1.0,0.0,1.0,,15842.0,30490.0,0,1180483,,,,20283,530,19752,,545080,224239,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
6,6,6,6,6,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Ferozepur,0,0,3,,167,604,0,9,47.0,0.0,7.0,,6040.0,17693.0,0,2026831,,,,14468,504,13890,,503076,187570,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
7,7,7,7,7,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Gurdaspur,4,0,0,,308,530,0,7,8.0,0.0,7.0,,16357.0,32649.0,0,2299026,,,,22414,803,21601,,955544,607263,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
8,8,8,8,8,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Hoshiarpur,9,1,22,,137,448,0,43,26.0,2.0,40.0,,5991.0,23204.0,0,1582793,,,,30984,995,29948,,1034908,699744,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
9,9,9,9,9,2021-12-12,PB,42,1,45,28345,4821,14708,0,260,251.0,11.0,216.0,180184.0,152527.0,481167.0,0.0,Jalandhar,0,0,6,,79,540,0,23,13.0,1.0,29.0,,8896.0,43578.0,0,2181753,,,,63530,1500,62006,,1486288,894862,0,0,2022-01-03T00:03:00.200313+05:30,29859000,,,,603739,16619,586735,16461251,16806999,8387573,0,0,0.0,0
