"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons#"
"","1","Bagalakote","1","41186","0","40815","2","0","369","0"
"","2","Ballari","1","117261","2","115452","21","0","1786","2"
"","3","Belagavi","2","101749","7","100724","17","0","1006","2"
"","4","Bengaluru Rural","1","80332","0","79415","7","0","910","0"
"","5","Bengaluru urban","42","1872381","57","1853061","2332","0","16987","1"
"","6","Bidar","0","30037","0","29613","0","0","420","4"
"","7","Chamarajanagara","0","44348","1","43809","0","0","528","11"
"","8","Chikkaballapura","1","56131","4","55663","5","0","462","1"
"","9","Chikkamagaluru","0","58069","0","57660","2","0","407","0"
"","10","Chitradurga","0","46560","0","46317","2","0","241","0"
"","11","Dakshina 
Kannada","2","137078","8","135194","24","0","1850","10"
"","12","Davanagere","2","58148","0","57517","3","0","628","0"
"","13","Dharwada","3","86198","0","84770","13","0","1408","7"
"","14","Gadag","0","30688","2","30349","0","0","339","0"
"","15","Hassana","0","145697","2","144382","5","0","1308","2"
"","16","Haveri","0","27168","0","26492","2","0","674","0"
"","17","Kalaburagi","1","77552","1","76649","14","0","889","0"
"","18","Kodagu","5","50785","0","50409","22","0","353","1"
"","19","Kolara","4","64126","1","63446","13","0","667","0"
"","20","Koppala","0","41567","0","41022","1","0","544","0"
"","21  Mandya","","1","102383","1","101668","3","0","712","0"
"","22  Mysuru","","13","233641","14","231029","42","0","2570","0"
"","23","Raichuru","0","46289","1","45911","9","0","369","0"
"","24","Ramanagara","2","31230","18","30846","36","0","348","0"
"","25","Shivamogga","0","84576","0","83415","16","0","1144","1"
"","26","Tumakuru","1","160854","2","159624","7","0","1223","0"
"","27","Udupi","3","96357","3","95793","14","0","550","0"
"","28","Uttara Kannada","0","71968","0","71146","5","0","817","0"
"","29","Vijayapura","0","41204","0","40678","4","0","522","0"
"","30","Yadagiri","0","30023","0","29812","0","0","211","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","85","4065622","124","4022714","2621","0","40245","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
 
Date: 08-10 -2022 
Page 5 of 6","","","","","","","","","",""
