District,Recovered,Deceased,Active
गौतम बिु नगर,98219,490,332
गाज़ियाबाद,84444,473,129
लखनऊ,294018,2694,47
अमरोहा,19285,207,16
अम्बडेकर नगर,5955,167,12
मरेठ,88078,931,11
बाराबकंी,23697,225,10
फरु्रखाबाद,11877,197,10
कानपरु नगर,91513,1923,10
लखीमपरु-खीरी,30019,300,8
इटावा,15775,296,7
फतहेपरु,8298,141,7
कुशीनगर,16230,235,7
प्रयागराज,87375,1114,7
आगरा,35710,465,6
बलुदंशहर,26334,253,5
हरदोई,17278,371,5
जौनपरु,24374,244,5
िाराणसी,97573,988,5
लललतपरु,14754,134,4
भदोही,8476,165,3
हमीरपरु,6072,102,3
सहारनपरु,38374,428,3
सीतापरु,15763,187,3
अमठेी,11515,145,2
औरैय्या,10786,211,2
बललया,22516,246,2
बलरामपरु,8121,139,2
गोरखपरु,65960,866,2
झासी,43893,675,2
कन्नौज,10827,126,2
मथरुा,25590,406,2
मरुादाबाद,46072,368,2
राय बरेली,21329,348,2
लसद्धाथ ुनगर,11525,102,2
सलु्तानपरु,16866,144,2
उन्नाव,16910,257,2
अलीगढ,25478,113,1
बागपत,11063,144,1
चदंौली,17533,378,1
चचत्रकूट,7770,79,1
हाथरस,3717,43,1
जालौन,13855,209,1
