"Sl. 
No","District","Total Positive 
Cases","Discharged","Active 
Cases","Death"
"1","Ariyalur","20206","19931","8","267"
"2","Chengalpattu","251226","248293","275","2658"
"3","Chennai","787304","775994","2241","9069"
"4","Coimbatore","338715","335581","516","2618"
"5","Cuddalore","75579","74580","104","895"
"6","Dharmapuri","36739","36425","31","283"
"7","Dindigul","38683","37969","49","665"
"8","Erode","135584","134576","274","734"
"9","Kallakurichi","36913","36692","6","215"
"10","Kancheepuram","97737","96418","17","1302"
"11","Kanyakumari","89165","87920","160","1085"
"12","Karur","30158","29760","26","372"
"13","Krishnagiri","61677","61106","200","371"
"14","Madurai","92876","91585","55","1236"
"15","Mayiladuthurai","27244","26842","72","330"
"16","Nagapattinam","25893","25504","14","375"
"17","Namakkal","69466","68847","85","534"
"18","Nilgiris","42730","42478","26","226"
"19","Perambalur","14886","14610","27","249"
"20","Pudukottai","35149","34703","20","426"
"21","Ramanathapuram","24976","24597","11","368"
"22","Ranipet","56005","55196","22","787"
"23","Salem","130860","128828","269","1763"
"24","Sivagangai","24959","24696","44","219"
"25","Tenkasi","33805","33307","8","490"
"26","Thanjavur","93376","92297","38","1041"
"27","Theni","51778","51218","27","533"
"28","Thirupathur","36008","35347","28","633"
"29","Thiruvallur","152804","150822","42","1940"
"30","Thiruvannamalai","68123","67430","8","685"
"31","Thiruvarur","48907","48403","31","473"
"32","Thoothukudi","67026","66550","28","448"
"33","Tirunelveli","65645","65121","79","445"
"34","Tiruppur","131595","130413","130","1052"
"35","Trichy","97677","96443","73","1161"
"36","Vellore","57979","56766","50","1163"
"37","Villupuram","56084","55664","53","367"
"38","Virudhunagar","59153","58548","50","555"
"39","Airport Surveillance 
(International)","1388","1384","3","1"
"40","Airport Surveillance 
(Domestic)","1166","1161","4","1"
"41","Railway Surveillance","428","428","0","0"
"Grand Total","","35,67,672","35,24,433","5,204","38,035"
