"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4550","4145","2","4","399"
"Bageshwar","2096","2003","2","0","91"
"Chamoli","3233","3113","11","3","106"
"Champawat","1915","1894","0","1","20"
"Dehradun","33966","33200","222","177","367"
"Haridwar","13292","12997","34","26","235"
"Nainital","11483","11358","41","29","55"
"Pauri Garhwal","5304","4311","6","18","969"
"Pithoragarh","2567","2423","2","4","138"
"Rudraprayag","2718","2586","0","2","130"
"Tehri Garhwal","2402","2036","2","5","359"
"U.S. Nagar","8862","8549","15","5","293"
"Uttarkashi","1708","1521","6","5","176"
"Total","94096","90136","343","279","3338"
