"Districts","Samples 
Sent to 
Labs 
Today","Negative","","Positive","","Cumulative 
Samples 
Tested 
Since 
01.01.2022","Results 
Awaited 
(including sample 
sent to labs today)"
"","","Negative 
in last 24 
hours","Negative 
Cumulative 
Since 
01.01.2022","Positive 
in last 24 
hours","Positive 
Cumulative 
Since 
01.01.2022","",""
"Almora","1","12","66357","0","4550","70901","0"
"Bageshwar","0","0","36403","0","2096","38495","0"
"Chamoli","5","5","50117","0","3233","53348","0"
"Champawat","0","2","62787","0","1915","64699","0"
"Dehradun","170","239","384413","30","33966","418244","22"
"Haridwar","27","106","313425","9","13292","326687","5"
"Nainital","13","90","93928","4","11483","105341","2"
"Pauri Garhwal","16","36","98824","2","5304","104121","4"
"Pithoragarh","0","3","43158","0","2567","45713","0"
"Rudraprayag","0","0","28208","0","2718","30926","0"
"Tehri Garhwal","4","8","39892","1","2402","42287","1"
"US Nagar","111","55","142881","0","8862","151719","23"
"Uttarkashi","0","1","43851","0","1708","45557","0"
"Total","347","557","1404244","46","94096","1498038","57"
