,Unnamed: 0,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState
0,0,2021-11-29,DL,Central Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
1,1,2021-11-29,DL,East Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
2,2,2021-11-29,DL,New Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
3,3,2021-11-29,DL,North Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
4,4,2021-11-29,DL,North East Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
5,5,2021-11-29,DL,North West Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
6,6,2021-11-29,DL,Shahdara,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
7,7,2021-11-29,DL,South Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
8,8,2021-11-29,DL,South East Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
9,9,2021-11-29,DL,South West Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
10,10,2021-11-29,DL,West Delhi,,,,,,,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
11,11,2021-11-29,DL,Unknown,,,,1440900.0,25098.0,1415517.0,,2021-11-30 10:02:23.007747,,,,1440900,25098,1415517,30868725
