"District Name","New 
Cases","New 
Recoveries","New 
Deaths","Total 
Cases","Total 
Deaths","Total 
Active 
Cases","Number of 
Persons 
Hospitalized"
"East Garo Hills","0","0","0","2072","19","4","0"
"East Jaintia Hills","0","2","0","2657","39","10","0"
"East Khasi Hills","6","6","0","47706","1077","120","35"
"Eastern West Khasi Hills","0","0","0","154","8","3","0"
"North Garo Hills","0","0","0","1913","10","5","0"
"Ri-Bhoi","3","2","0","10510","101","27","2"
"South Garo Hills","0","0","0","1406","14","20","0"
"South West Garo Hills","2","9","0","2216","21","31","0"
"South West Khasi Hills","0","0","0","2704","20","3","0"
"West Garo Hills","5","11","0","11644","84","432","10"
"West Jaintia Hills","0","6","0","7274","140","30","5"
"West Khasi Hills","0","0","0","5669","78","1","0"
"Total","16","36","0","95925","1611","686","52"
